track_name,artist_name,track_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Bad Guy,Billie Eilish,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,-10.965,0.375,0.328,0.13,0.1,0.562,135.128,4
"Hey Look Ma, I Made It",Panic! At The Disco,22oEJW6r2rMb9z4IntfyEa,0.577,0.833,-3.337,0.0695,0.0137,0.0,0.121,0.58,107.936,4
Everything I Wanted,Billie Eilish,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,-14.454,0.0994,0.902,0.657,0.106,0.243,120.006,4
Gloria,The Lumineers,5BkGp7FLUUpKgWl29jBK0J,0.523,0.714,-6.021,0.0367,0.658,5.2e-06,0.0785,0.659,78.211,4
Doin' Time,Lana Del Rey,0Oqc0kKFsQ6MhFOLBNZIGX,0.641,0.559,-11.132,0.0355,0.404,0.00402,0.0937,0.523,144.982,4
Bury a Friend,Billie Eilish,4SSnFejRGlZikf02HLewEF,0.905,0.389,-14.505,0.332,0.74,0.162,0.106,0.196,120.046,4
3 Nights,Dominic Fike,1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,-6.594,0.0897,0.223,0.0,0.104,0.877,151.891,4
Natural,Imagine Dragons,2FY7b99s15jUprqC0M5NCT,0.704,0.611,-6.112,0.0409,0.217,0.0,0.0812,0.22,100.0,4
Ready To Let Go,Cage the Elephant,4UyAtnwhaKv7EG1BdkBYRI,0.719,0.895,-3.263,0.0371,0.011,3.65e-05,0.0731,0.745,100.962,4
Cringe,Matt Maeson,12rhvKDK2FfHTZZ1sSAHDG,0.729,0.474,-7.724,0.0553,0.0652,0.0,0.0758,0.443,126.047,4
Chlorine,twenty one pilots,23OXdR7YuUBVWh5hSnYJau,0.609,0.674,-7.388,0.0548,0.0735,0.06,0.345,0.315,90.009,4
Lo/Hi,The Black Keys,25YlltWXRb9k7KbrEBRuhJ,0.606,0.679,-7.445,0.0321,0.0151,0.000433,0.0962,0.707,122.016,4
Broken,lovelytheband,6XcfKZvJio9Z0fQy11GnNX,0.666,0.728,-5.808,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,4
100 Bad Days,AJR,17FK4etx1u2NK60cptINMS,0.626,0.639,-5.62,0.085,0.0465,0.0,0.161,0.638,144.009,4
Orphans,Coldplay,03T4ttRCiLXST6MZjeMwmR,0.503,0.808,-5.051,0.0451,0.0258,0.00149,0.557,0.282,107.973,4
Bad Liar,Imagine Dragons,2RSHsoi04658QL5xgQVov3,0.383,0.637,-6.993,0.0703,0.0722,0.0,0.368,0.0827,177.913,4
Missed Connection,The Head and the Heart,4R9KztunyNTH13KtAqePLp,0.669,0.789,-5.134,0.052,0.0117,4.72e-06,0.387,0.542,87.57,4
Alligator,Of Monsters and Men,797qMUoU74C6xc45n2vAMK,0.581,0.934,-5.511,0.0547,0.000169,0.00297,0.0901,0.391,120.024,4
Blue on Black,Five Finger Death Punch,0JHREzo9WzIP4vyybhSKPa,0.448,0.871,-4.911,0.0349,0.00182,1.72e-05,0.0832,0.404,156.049,4
Social Cues,Cage the Elephant,1KuVdyg8d6NlRhbpHxg5UF,0.668,0.913,-3.097,0.0348,0.0119,6.7e-06,0.111,0.933,132.039,4
Harmony Hall,Vampire Weekend,39exKIvycQDgs4T6uXdyu0,0.653,0.76,-6.086,0.0479,0.475,0.000129,0.0917,0.6,98.008,4
The Hype,twenty one pilots,7I3skNaQdvZSS7zXY2VHId,0.53,0.816,-6.149,0.0503,0.0105,0.00061,0.379,0.371,87.019,4
Go,The Black Keys,2GuXIMRlaxVLcU0a5jacHw,0.478,0.666,-7.766,0.0566,0.0428,0.725,0.336,0.718,149.974,4
16,Highly Suspect,7jHJ2MzIKO1kIMxGamKRKn,0.534,0.621,-5.205,0.0449,0.00124,1.39e-05,0.0596,0.186,91.845,4
Bohemian Rhapsody,Queen,6l8GvAyoUZwWDgF1e4822w,0.397,0.386,-10.405,0.0503,0.271,0.0,0.188,0.21,144.242,4
Dissolve,Absofacto,7pBrj5rt4SSxXwFKOyZfHR,0.688,0.582,-10.668,0.0542,0.23,0.000157,0.0663,0.872,85.486,4
When Am I Gonna Lose You,Local Natives,5wCVLW9qMtIY9IkBeyYnh6,0.452,0.834,-4.657,0.0967,0.0417,0.00036,0.119,0.514,142.088,4
Longshot,Catfish and The Bottlemen,2VcS3oKcOPkubN9LVzZ96l,0.481,0.765,-4.025,0.0388,0.00381,0.000737,0.119,0.465,102.829,4
Hurt,Oliver Tree,6Ph8QwsRfZunN5e1GGBIqa,0.563,0.784,-5.875,0.0402,0.0173,0.0,0.467,0.424,93.992,4
My Blood,twenty one pilots,5HeKOKc4phmLn8e4I7EkzD,0.749,0.723,-6.609,0.0432,0.0563,0.022,0.0977,0.674,108.999,4
Guiding Light,Mumford & Sons,4VeCmOb1rAEZQfH7Rlms9C,0.551,0.685,-8.649,0.0421,0.0547,1.18e-05,0.0743,0.289,100.05,4
Under Your Scars,Godsmack,60SjEdocmsrAk4hQUu7qZi,0.252,0.764,-4.153,0.0402,0.0568,1.77e-06,0.122,0.219,165.358,4
Unsainted,Slipknot,5mpUKTdskZea0gStWzeHUZ,0.427,0.946,-2.188,0.0469,0.000118,0.0253,0.0604,0.237,101.305,4
Joy,Bastille,6Tt1P5CLUrl59oSOTVxON0,0.555,0.923,-4.748,0.161,0.197,0.0,0.0778,0.363,118.007,4
Shotgun,George Ezra,4ofwffwvvnbSkrMSCKQDaC,0.673,0.735,-4.733,0.0457,0.286,0.0,0.242,0.754,115.744,4
Panic Attack,The Glorious Sons,6eWN7PtLEoaae2qasDeWTA,0.457,0.955,-2.869,0.0568,0.00081,4.3e-05,0.152,0.609,151.931,4
Last Day Under The Sun,Volbeat,6QrC8IQV29mwLgLMW1zGmm,0.558,0.879,-3.794,0.0401,0.000862,0.00195,0.0544,0.448,115.037,4
Monsters,Shinedown,1qAuIPMALdFtGv2Ymjy5l0,0.487,0.9,-4.54,0.0529,0.00204,6.42e-06,0.11,0.377,149.959,4
Remember When,Bad Wolves,7jp3STyCSsoakSPUoKTtFX,0.433,0.973,-4.82,0.145,2.38e-05,1.79e-06,0.0813,0.298,171.955,4
Life In The City,The Lumineers,5WyL4ZuwJ06qVd8X5bf2b5,0.743,0.57,-7.376,0.0335,0.506,5.18e-05,0.0994,0.273,97.005,3
Pressure,Muse,3eSyMBd7ERw68NVB3jlRmW,0.622,0.842,-3.678,0.0609,0.00342,0.00014,0.0575,0.724,136.041,4
Another One Bites The Dust,Queen,291RmMazWAmDitFuD6NJCv,0.926,0.366,-13.159,0.122,0.0483,0.136,0.119,0.784,109.884,4
The End Of The Game,Weezer,4zB544yCIaSw3cuHltMCRJ,0.574,0.865,-4.028,0.041,0.00121,2.92e-06,0.108,0.669,119.068,4
Love It If We Made It,The 1975,6WmIyn2fx1PKQ0XDpYj4VR,0.472,0.745,-5.297,0.0356,0.000607,2.74e-05,0.0957,0.0631,180.06,4
Breaking Down,I Prevail,4bE3cBcwAe7T5SklvbkiYZ,0.503,0.568,-7.182,0.0341,0.00131,0.00144,0.0856,0.0705,126.935,4
A Reason To Fight,Disturbed,1IbaGRC0Yrovu3MP1ipf1u,0.591,0.571,-5.573,0.0248,0.0158,0.0,0.13,0.26,75.04,4
This Life,Vampire Weekend,4dRqYKhLVujxiBXcq50YzG,0.62,0.712,-6.434,0.1,0.228,3.39e-06,0.0561,0.83,170.234,4
Might Be Right,White Reaper,5YTDnlr6qzl0XIGCqHP7sx,0.595,0.861,-3.907,0.0327,0.00222,0.18,0.227,0.892,131.995,4
We Are The Champions,Queen,4kzvAGJirpZ9ethvKZdJtg,0.476,0.455,-7.845,0.0298,0.255,0.0,0.101,0.189,94.504,3
Hurricane,I Prevail,2GFwwTIVLjnOrtP7m9luHC,0.389,0.885,-5.063,0.0551,0.000372,0.000311,0.202,0.187,164.989,4
Borderline,Tame Impala,5hM5arv9KDbCHS0k9uqwjr,0.621,0.873,-3.067,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,4
History of Violence,Theory of a Deadman,6VgEoB7PXO5VrrQTTkMeRE,0.587,0.821,-5.041,0.0413,0.0536,0.0,0.0932,0.616,81.985,4
Radio Ga Ga,Queen,2jAc9KIQ9XoZxkydXh3MVh,0.752,0.375,-12.966,0.0358,0.151,0.000481,0.143,0.632,112.415,4
Far Away,Breaking Benjamin,3OE4VBO845k24R8ZzuMpvj,0.536,0.803,-2.998,0.0285,0.0407,0.0,0.111,0.254,107.973,4
We Will Rock You,Queen,0a9sd6MEXZXIPHk0fAxpZ4,0.686,0.384,-10.424,0.0719,0.629,0.0,0.153,0.544,81.412,4
Die to Live,Volbeat,7u9r4j7KSMW5yLsgjLRZGZ,0.523,0.975,-2.925,0.119,0.0186,0.449,0.353,0.356,92.994,4
Help Me Stranger,The Raconteurs,3FDh4wsdZU0hVSZGgQ1Ih4,0.5,0.783,-7.73,0.0643,0.0321,7.9e-05,0.0853,0.189,94.745,4
Complainer,Cold War Kids,6ikOGMtTgDxzZLrNuemotc,0.709,0.462,-6.379,0.0338,0.335,1.48e-05,0.116,0.496,99.994,4
Blame It On My Youth,Blink-182,5vGtrfeMjb03aDHGDaIakG,0.439,0.941,-3.034,0.211,0.0497,0.0,0.21,0.607,170.149,4
Under the Graveyard,Ozzy Osbourne,0C4bx13JIMSWOAxd8TaoVq,0.496,0.88,-2.242,0.0359,0.00151,2.92e-05,0.0592,0.148,140.009,4
Wars,Of Monsters and Men,6DZ5EOzz715nW5UIovhIWD,0.564,0.879,-6.242,0.0348,0.00594,0.000213,0.351,0.601,111.992,4
Northern Lights,Death Cab For Cutie,28QF5ELXqDnaBjPjGTlzAK,0.514,0.95,-3.807,0.0298,0.00575,0.00238,0.134,0.665,137.975,4
Outnumbered,Dermot Kennedy,6UjZ2Yx2g2a52XxiA8ONxZ,0.614,0.684,-5.79,0.157,0.247,0.0,0.0976,0.258,156.85,4
Running Up That Hill,Meg Myers,7zLeOgBrdrCfMf47MCyLMC,0.587,0.898,-3.91,0.0661,0.0653,2.26e-06,0.146,0.473,102.012,4
Worst Nites,Foster The People,1f4tvi37ABO60upCvtm5Cl,0.741,0.752,-4.968,0.0386,0.00834,0.00165,0.0438,0.609,114.02,4
No More,Disturbed,2xECSFHPgCyElhTVRaHVYP,0.53,0.988,-2.406,0.121,0.000285,0.0,0.222,0.521,101.28,3
Get Up,Shinedown,1OKQIvaO7yn7R2BpdUFG7D,0.552,0.935,-4.096,0.0623,0.0174,1.98e-06,0.116,0.38,74.954,4
Van Horn,Saint Motel,78bsqObGFUD5ntweePBhIY,0.642,0.806,-4.568,0.0421,0.00281,2.17e-05,0.186,0.43,124.514,4
Thunder,Shaed,5AMobw5iHrfOqqWbOmeXkC,0.493,0.75,-4.284,0.0537,0.00666,0.00547,0.13,0.319,159.782,4
Saw Lightning,Beck,0JeNWvckrkYpR8cY5A4Phs,0.675,0.911,-5.075,0.0449,0.0502,0.0488,0.0736,0.849,120.016,4
Almost (Sweet Music),Hozier,5Apvsk0suoivI1H8CmBglv,0.523,0.687,-5.601,0.105,0.0215,2.86e-06,0.203,0.711,90.036,4
When I'm Gone,Dirty Honey,7mVYYM1jFHP5d5ygTgjrf6,0.445,0.917,-3.17,0.0512,0.000294,0.000463,0.118,0.582,90.979,4
You Had Your Soul with You,The National,5cBrqDgmdbgH6ncuy1hGDs,0.521,0.777,-5.823,0.0878,0.0194,0.0953,0.0865,0.278,154.015,4
Come Around,Papa Roach,6Mf8ozEDo35UcgKgKajrBY,0.431,0.903,-5.462,0.125,0.0555,0.00217,0.0883,0.133,186.036,4
Exits,Foals,1JMGjWpfBj2uctjMmjx4mb,0.481,0.858,-2.941,0.0345,0.0538,0.00104,0.515,0.708,188.066,4
The Jester,Badflower,28KccB3Iw5Gg8MjKewEQFW,0.51,0.827,-6.013,0.0419,0.00708,7.27e-05,0.191,0.338,92.92,4
Level Of Concern,twenty one pilots,6xZ4Q2k2ompmDppyeESIY8,0.754,0.583,-7.34,0.0432,0.32,0.00015,0.144,0.77,122.012,4
Bang!,AJR,53BHUFdQphHiZUUG3nx9zn,0.74,0.516,-6.233,0.0507,0.0183,0.0,0.0558,0.698,139.918,4
Hallucinogenics,Matt Maeson,6bLU8e0LGyztE9iD5DWBQ1,0.549,0.653,-7.47,0.0503,0.457,0.0,0.0969,0.287,121.348,4
Lost In Yesterday,Tame Impala,5JWPUEov2wlX7c0jhYZpeB,0.569,0.84,-4.123,0.118,0.0295,0.000118,0.0995,0.749,183.059,3
Oh Yeah!,Green Day,3QiNQFiueqnIc6rOPLZB3f,0.623,0.792,-6.37,0.0664,7e-05,0.00467,0.159,0.584,127.041,4
High Hopes,Panic! At The Disco,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,-2.729,0.0618,0.193,0.0,0.064,0.681,82.014,4
Caution,The Killers,111HOSfnPX1mCxwwb49BCY,0.234,0.894,-4.841,0.119,0.0155,2.17e-05,0.0869,0.0772,178.246,4
Bloody Valentine,Machine Gun Kelly,6mADjHs6FXdroPzEGW6KVJ,0.533,0.858,-4.212,0.0766,0.00021,0.0,0.148,0.506,160.057,4
The Hype,twenty one pilots,7I3skNaQdvZSS7zXY2VHId,0.53,0.816,-6.149,0.0503,0.0105,0.00061,0.379,0.371,87.019,4
Honeybee,The Head and the Heart,5CalS8Gn69OOrR9aiw0ZO9,0.642,0.52,-7.886,0.0387,0.118,0.000509,0.552,0.488,136.014,4
Novocaine,The Unlikely Candidates,4GKcaqt6PFor4siHXMO42e,0.652,0.833,-4.898,0.0392,0.00191,0.000536,0.122,0.231,116.043,4
Running Up That Hill,Meg Myers,7zLeOgBrdrCfMf47MCyLMC,0.587,0.898,-3.91,0.0661,0.0653,2.26e-06,0.146,0.473,102.012,4
Hero,Weezer,4Fj6KslSYYQ1kAbafiKoz0,0.549,0.741,-3.711,0.0325,0.000423,0.000715,0.298,0.42,140.017,4
Bad Decisions,The Strokes,55N8cxpE1QDoeaaNqUnoZ2,0.374,0.922,-3.4,0.056,0.0135,0.204,0.28,0.393,153.217,4
Might Be Right,White Reaper,5YTDnlr6qzl0XIGCqHP7sx,0.595,0.861,-3.907,0.0327,0.00222,0.18,0.227,0.892,131.995,4
Cardigan,Taylor Swift,5OEoaVGorF8ooiVnWF2Jbm,0.612,0.58,-8.572,0.0419,0.525,0.000414,0.26,0.534,130.045,4
Black Madonna,Cage The Elephant,4Y6GIje3GErVRIq1Ff5BJq,0.705,0.728,-3.184,0.035,0.00122,0.0693,0.0753,0.966,109.991,4
Shame Shame,Foo Fighters,21Qmkbvp6GvZdO0IMQtae5,0.652,0.864,-4.108,0.0325,0.00138,0.0433,0.0371,0.38,122.026,4
everything i wanted,Billie Eilish,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,-14.454,0.0994,0.902,0.657,0.106,0.243,120.006,4
Cradles,Sub Urban,1y4jsQt7MjnZhiD1L6qFBC,0.534,0.589,-1.865,0.325,0.256,6.02e-05,0.176,0.632,78.616,4
Popular Monster,Falling in Reverse,4GssB27iJeqmfGxS94Tfij,0.461,0.897,-3.982,0.092,0.00821,0.0,0.0965,0.358,165.107,4
Can I Call You Tonight?,Dayglow,64lsIF5pw0sJY0gV5kz0RN,0.641,0.842,-7.27,0.0292,0.132,0.91,0.419,0.5,129.98,4
"Hey Look Ma, I Made It",Panic! At The Disco,22oEJW6r2rMb9z4IntfyEa,0.577,0.833,-3.337,0.0695,0.0137,0.0,0.121,0.58,107.936,4
My Future,Billie Eilish,42UqtbSH9hfWsPTFsbh7jJ,0.444,0.309,-10.956,0.062,0.795,0.132,0.352,0.0875,104.745,4
Your Love (Déjà Vu),Glass Animals,5DYD4zlGiFlkpLaf2Bk8Vl,0.854,0.671,-7.158,0.0543,0.019,0.383,0.105,0.631,107.994,4
Moral Of The Story,Ashe,2nC3QhMI9reBIOWutbU3Tj,0.572,0.406,-8.624,0.0427,0.587,4.48e-06,0.102,0.265,119.812,4
Unforgettable,Godsmack,1184omF5xTwYyI6fMijVrr,0.351,0.935,-3.518,0.236,0.00263,0.0,0.141,0.443,158.018,4
Heat Waves,Glass Animals,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4
Sober,Bad Wolves,6Uaqf3LCwuVebfm5u3ndq9,0.456,0.813,-6.663,0.047,0.0111,0.0,0.174,0.619,157.031,4
Deleter,Grouplove,2yH16s2lLbYtLziVwqw7Pf,0.421,0.991,-3.678,0.124,3.81e-06,0.0466,0.13,0.446,159.998,4
A Little Bit Off,Five Finger Death Punch,6GqqGv8frU7kqzXkm2rewI,0.664,0.828,-6.053,0.0404,0.00839,0.0,0.294,0.82,103.985,4
Mariposa,Peach Tree Rascals,4ja2gzrNh9VNigzoXfmbwD,0.676,0.525,-5.88,0.028,0.617,0.0,0.356,0.421,112.011,4
Dance Monkey,Tones and I,2XU0oxnq2qxCpomAAuJY8K,0.824,0.588,-6.4,0.0924,0.692,0.000104,0.149,0.513,98.027,4
Life In The City,The Lumineers,5WyL4ZuwJ06qVd8X5bf2b5,0.743,0.57,-7.376,0.0335,0.506,5.18e-05,0.0994,0.273,97.005,3
Used To Like,Neon Trees,6CNvzo37dUI7baavVzEoxR,0.535,0.933,-4.039,0.0362,0.000409,0.0,0.375,0.514,152.082,4
Dance Of The Clairvoyants,Pearl Jam,3Y1q37A7ecFEdR5IAMWodA,0.741,0.711,-7.744,0.0416,0.0122,0.000696,0.0836,0.649,113.971,4
The Adults Are Talking,The Strokes,5ruzrDWcT0vuJIOMW7gMnW,0.593,0.749,-5.67,0.0475,0.0113,0.106,0.314,0.649,164.959,4
Atlas Falls,Shinedown,7m1Lw3uTakxHFxGjXXbE4l,0.39,0.888,-3.405,0.051,0.102,0.0,0.141,0.422,181.979,3
loneliness for love,lovelytheband,2YgYtlYQSuaUtv9dx2IjzL,0.597,0.95,-4.62,0.0354,0.0111,5.47e-06,0.162,0.733,133.022,4
City Of Angels,24kGoldn,6ap9lSRJ0iLriGLqoJ44cq,0.686,0.541,-4.993,0.0493,0.042,0.0,0.0675,0.724,120.082,4
Shine A Little Light,The Black Keys,365TSrFPqM66giaxJuafR3,0.44,0.719,-6.645,0.0445,0.0217,5.09e-06,0.0663,0.523,111.398,4
Me & You Together Song,The 1975,6SrvijeageGUiFu9iCDdmM,0.201,0.765,-5.33,0.0359,1.66e-06,0.00039,0.314,0.385,105.661,4
Orphans,Coldplay,03T4ttRCiLXST6MZjeMwmR,0.503,0.808,-5.051,0.0451,0.0258,0.00149,0.557,0.282,107.973,4
The Best,AWOLNATION,1t4wa5r7E7oZ2D4G07JFsI,0.635,0.875,-4.756,0.0306,0.11,0.236,0.0993,0.0485,111.005,4
High Low,The Unlikely Candidates,3ATD9XGdgIRLAhviHOIh8q,0.476,0.743,-4.767,0.0349,0.123,0.0,0.283,0.513,156.221,4
Dreams,Fleetwood Mac,1lbXEepatjRVjoG8pZMtdp,0.823,0.338,-15.899,0.0413,0.139,0.00129,0.5,0.785,120.473,4
Living the Dream,Five Finger Death Punch,2gsxeJnGbJQkBddBDr0UTV,0.416,0.988,-3.466,0.113,0.000839,0.0,0.137,0.47,174.995,4
Death by Rock and Roll,The Pretty Reckless,6ISZ6sKcNBdYJS7XYHm5cV,0.493,0.943,-3.321,0.0608,0.000679,0.00897,0.134,0.493,96.997,4
Break My Baby,Kaleo,5NnFkbEjahUGx5T3qxbNCW,0.529,0.755,-3.917,0.0383,0.106,0.000607,0.157,0.383,73.998,4
Hell N Back,Bakar,3NRql0A1Ef4RCvT473iqgD,0.584,0.684,-4.314,0.567,0.312,9.05e-05,0.112,0.72,210.164,4
Uneventful Days,Beck,1vlkeO1XsX11gdo1tYgslg,0.748,0.602,-8.621,0.037,0.448,0.00106,0.0995,0.213,119.999,4
Sofia,Clairo,7B3z0ySL9Rr0XvZEAjWZzM,0.744,0.619,-9.805,0.039,0.598,0.00372,0.231,0.641,112.997,4
Can You Hear Me,Korn,5VXeawVov6ikGAaT0If8n9,0.567,0.925,-4.131,0.0446,0.000316,0.0235,0.186,0.457,120.057,4
My Tears Ricochet,Taylor Swift,1MgV7FIyNxIG7WzMRJV5HC,0.456,0.263,-10.63,0.0332,0.806,0.0,0.0749,0.111,129.86,4
I Got You,Michael Franti & Spearhead,2yOJBslB31F2WMHM3s1FRN,0.768,0.774,-5.584,0.0446,0.244,0.0,0.113,0.775,100.005,4
August,Taylor Swift,3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,-9.208,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,4
16,Highly Suspect,7jHJ2MzIKO1kIMxGamKRKn,0.534,0.621,-5.205,0.0449,0.00124,1.39e-05,0.0596,0.186,91.845,4
Who’s Gonna Love Me Now,Cold War Kids,1T9DxFAS1H7RgR4PDUzAGQ,0.45,0.947,-3.608,0.207,0.00277,0.00027,0.286,0.298,118.701,4
I Really Wish I Hated You,Blink-182,6KWcq5p0wsz97N3eoRUSH6,0.615,0.81,-6.137,0.0506,0.0358,0.0,0.289,0.728,143.054,4
Use My Voice,Evanescence,1iq9l4NaAnrMP52qv5iYva,0.519,0.821,-4.832,0.0416,0.00298,1.09e-05,0.0762,0.174,125.806,4
Let Me Down,Oliver Tree,0jk6J6B9ivegJc7dTg10Mp,0.457,0.648,-5.762,0.0552,0.0114,1.69e-05,0.212,0.736,160.021,4
Closer to the Sky,The Glorious Sons,1pf8bjnKw5SgtfSvINI0Kt,0.629,0.881,-4.525,0.0731,0.003,0.00716,0.109,0.454,93.933,4
Patience,Chris Cornell,7n3u7RrzdXGVcclBEp9aSa,0.597,0.646,-7.378,0.0344,0.28,0.0,0.111,0.364,126.951,4
Hold On to Memories,Disturbed,7tDwiOA86rkQWR1E1TPpgD,0.547,0.637,-5.433,0.025,0.00828,0.0,0.0702,0.469,149.979,3
The End Of The Game,Weezer,4zB544yCIaSw3cuHltMCRJ,0.574,0.865,-4.028,0.041,0.00121,2.92e-06,0.108,0.669,119.068,4
Oh My My,Blue October,5X8Yo3zaMKunLmCb7qQL7Z,0.673,0.738,-4.808,0.03,0.019,0.0,0.214,0.713,124.987,4
Gimme Love,Joji,0HItcI6qN6Dr4MC3CZryQh,0.484,0.632,-6.917,0.0976,0.695,0.0243,0.209,0.0736,126.384,3
The Buzz,Pretenders,3fMW1VEAcVw5UXfXYxyjoc,0.455,0.811,-5.892,0.0435,0.000406,9.14e-05,0.143,0.496,125.394,4
Trial By Fire,Saul,6UsNqIqCC9WIDdg9Xxxv84,0.417,0.95,-3.478,0.145,2.14e-05,0.493,0.305,0.572,192.118,4
Godspeed,Alter Bridge,5DZjPUe1FG3Fw4ykoxZFxu,0.461,0.911,-6.371,0.0561,4.62e-06,0.655,0.156,0.302,120.034,4
Mirrorball,Taylor Swift,0ZNU020wNYvgW84iljPkPP,0.553,0.413,-10.037,0.0334,0.687,2.33e-06,0.0594,0.379,110.107,4
Circle the Drain,Soccer Mommy,2drtd6SptpMJ1KylMQ7mrE,0.482,0.79,-5.221,0.038,0.303,0.00028,0.1,0.47,169.064,4
Kings,Clint Lowery,0re2yzTlJP0EAmDQZZYq80,0.281,0.863,-7.447,0.0675,8.19e-05,0.00145,0.319,0.409,137.062,4
Dissolve,Absofacto,7pBrj5rt4SSxXwFKOyZfHR,0.688,0.582,-10.668,0.0542,0.23,0.000157,0.0663,0.872,85.486,4
I Just Wanna Shine,Fitz And The Tantrums,4GZ3YCkuH0VvTluVLwUp4g,0.705,0.918,-2.77,0.0684,0.04,9.3e-05,0.0803,0.546,92.511,4
Another Life,Motionless in White,0YZEYxd1oiqZRFhnnmTKKi,0.39,0.939,-3.828,0.0787,5.08e-05,0.0,0.0968,0.495,161.997,4
Seven,Taylor Swift,6KJqZcs9XDgVck7Lg9QOTC,0.596,0.488,-10.769,0.0274,0.9,2.7e-05,0.091,0.415,94.926,4
This Forgotten Town,The Jayhawks,5E5v9Z7WfTiElj2DxxcnQy,0.422,0.607,-6.38,0.0295,0.222,0.0541,0.0983,0.504,80.047,4
Keep My Name Outta Your Mouth,The Black Keys,01fKtrhVMmyvn10vOzE1Uy,0.597,0.702,-4.767,0.0445,0.0197,0.01,0.125,0.645,83.507,4
Fire For You,Cannons,4o0LyB69tylqDG6eTGhmig,0.737,0.678,-7.011,0.0962,0.114,0.157,0.123,0.698,102.051,4
Angels & Demons,jxdn,3mkz6eI4Sram8UhO3teU76,0.554,0.8,-3.936,0.0395,0.119,0.0,0.629,0.463,115.056,4
This Is Me Trying,Taylor Swift,7kt9e9LFSpN1zQtYEl19o1,0.515,0.476,-9.843,0.0328,0.314,4.74e-05,0.171,0.412,135.886,4
Waiting On A War,Foo Fighters,4tA8lpQoWkMRWOZ29HbR86,0.53,0.759,-7.067,0.0351,0.00984,0.0,0.319,0.502,131.999,4
Follow You,Imagine Dragons,05Q7ybWKQHaWpSRHWK3hBs,0.542,0.732,-5.956,0.0521,0.00209,7.92e-05,0.496,0.489,124.912,4
Heat Waves,Glass Animals,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4
Darkness Settles In,Five Finger Death Punch,6RksBSj5fFtPkUnL2EE0oe,0.334,0.933,-4.49,0.09,0.00732,0.0,0.264,0.18,132.812,4
Without You,The Kid Laroi,27OeeYzk6klgBh83TSvGMA,0.662,0.413,-7.357,0.0299,0.213,0.0,0.134,0.467,93.005,4
All My Favorite Songs,Weezer,7sbqBmHjYUY1O1It8rs1Ot,0.605,0.7,-6.47,0.0277,0.00998,0.0,0.116,0.588,84.962,4
We Are Between,Modest Mouse,38g0al4YO0WctLwI4Z8394,0.614,0.91,-3.175,0.0444,0.00956,0.000301,0.343,0.407,128.973,3
Therefore I Am,Billie Eilish,54bFM56PmE4YLRnqpW6Tha,0.889,0.34,-7.773,0.0697,0.218,0.13,0.055,0.716,94.009,4
Better Without You,Evanescence,2Mall0tN73JmkmihTZPlVt,0.515,0.952,-3.814,0.117,0.000315,0.274,0.0658,0.351,152.024,4
Way Less Sad,AJR,4jbtL4tjkqghUvJknUqU1s,0.701,0.547,-8.238,0.0483,0.00843,0.0,0.0987,0.4,140.015,4
Serotonin,girl in red,16MneRxNQpHK250NaIo3bg,0.58,0.788,-4.714,0.259,0.0123,1.84e-05,0.368,0.72,148.992,4
No Son of Mine,Foo Fighters,3jSRg3DPkvNX74Kx28PQnH,0.535,0.972,-4.428,0.0844,0.00131,0.000471,0.0788,0.436,124.971,4
Saturday,twenty one pilots,60dwJ8dnqZ4WrIdiu7LkNR,0.687,0.89,-5.99,0.0344,0.00396,0.000939,0.0436,0.854,113.06,4
Willow,Taylor Swift,0lx2cLdOt3piJbcaXIV74f,0.392,0.574,-9.195,0.17,0.833,0.00179,0.145,0.529,81.112,4
Missing Piece,Vance Joy,5YqdiryRmdAzYFlxo43hAJ,0.628,0.877,-4.205,0.046,0.0155,5.97e-06,0.113,0.721,101.992,4
Bang!,AJR,53BHUFdQphHiZUUG3nx9zn,0.74,0.516,-6.233,0.0507,0.0183,0.0,0.0558,0.698,139.918,4
The Bandit,Kings of Leon,55meRTYBw8S5q7KF3DkjL7,0.394,0.833,-5.18,0.042,0.00863,0.811,0.109,0.362,145.082,4
Shy Away,twenty one pilots,2nG54Y4a3sH9YpfxMolOyi,0.588,0.856,-5.242,0.0316,0.000818,0.0739,0.238,0.635,96.966,4
A-O-K,Tai Verdes,1sx0XsWUusUoPstbvokZjP,0.731,0.626,-6.919,0.0805,0.125,0.0,0.183,0.862,82.488,4
Wrecked,Imagine Dragons,2d1MywHy6FwKdzxFuSJnwl,0.626,0.56,-5.82,0.0288,0.148,1.51e-05,0.109,0.229,93.989,4
